progress_percentage,pending_task_ratio,delay_days,budget_utilization,resource_availability,bugs_per_task,testing_progress,testing_failure_rate,requirement_change_rate,team_productivity,dependency_delay,critical_dependency_count,security_audit_progress,external_risk_score,schedule_variance,resource_pressure,dependency_risk_score,true_risk_probability,is_high_risk,risk_level
41.83591010202581,0.6233306932500889,8.966910149256043,0.4980787339827673,0.8811388136436862,2.6989832612020765,32.223304251798915,0.399596498127452,0.8367769160353676,1.0907464140809524,18.6855315217434,6,27.38896240058536,0.05459464589706866,2.810530060037664,0.4899571261595152,1.0,0.7328791779952122,1,HIGH
90.81071604484288,0.1435100864275758,5.683735978313035,1.0470399865411175,0.6871545241292483,5.4413022510048625,79.70877719347277,0.42547060518725405,0.9668656945226799,1.1033112499411695,15.312333033885961,10,81.47791637700665,0.13729962599738318,-2.423780150920652,0.5410232570199155,1.0,0.549419071660262,0,MEDIUM
72.21948505396944,0.3222535067405815,6.3281440413793515,0.7939237252312732,0.7018177765060725,2.309876464976824,59.46883140240331,0.3543692457716407,1.739580256937208,0.7728031466239546,5.803298886389676,2,53.06919635891375,0.32622617372637724,-1.144218159648343,0.608400088611182,0.3721319554555871,0.36078229599808326,0,MEDIUM
60.88597115674811,0.39830674293293883,5.493467294426979,0.5843928178599558,0.8853677440714044,3.627645538203511,53.17126613331962,0.3113878505882781,1.91607064921089,1.022028522734998,16.90179321045059,10,56.76563614119766,0.30554616429560666,-0.05122395578011463,0.37110175535936285,1.0,0.42503453088348303,0,MEDIUM
23.261584437607105,0.7515970819993428,7.4645390014440265,0.2578207787882878,0.6897338172385635,3.6974625156424397,18.61415006291984,0.18383167280168727,1.5802296329327845,1.0293463909145553,19.812806067097505,11,22.10242354254188,0.3675764175262452,7.94924887401063,0.8411978151418261,1.0,0.5706869898825345,1,HIGH
23.259534228577223,0.7553027950219467,13.854549950162607,0.2177979029606861,0.9410536456467983,4.941264812262731,25.262807318324995,0.5502771042582842,0.8364158029008992,1.331819863074223,21.11564545896173,10,17.100043323372528,0.06393652859365788,11.166881897196163,0.46607092904077596,1.0,0.6872574083180505,1,HIGH
14.937107034296954,0.835036267228816,11.347258855240222,0.1418105827707682,0.6591942632146739,1.2173073781314165,12.282633648071268,0.45205206535117687,0.4780548946104246,0.9534761990082948,17.903269291188312,9,15.524434210978136,0.061518720818443805,9.528791213391802,0.9287267387923972,1.0,0.5926170386051883,1,HIGH
83.62497239086949,0.2544518838406703,4.26552543683557,0.926529794434848,0.7644132799236015,5.8041663264290495,80.38951926761598,0.2648185698738003,0.9098130189601497,1.2598939098388722,7.542770131736885,3,69.61884603982833,0.14121639091195798,-3.3610733190736637,0.48060602203493286,0.5117108052694754,0.2722739497947784,0,LOW
61.09477599817275,0.4365367778007415,2.7550941835126945,0.6431390501578214,0.7851463584179843,4.581975648962954,46.125272634140586,0.12046603658527724,0.8786469654657241,1.0580916538794556,2.476965665187482,1,42.64669709345698,0.17707618448993642,-5.130421835766705,0.5405488512733942,0.16907862660749928,0.22329472801176847,0,LOW
70.18616911266386,0.06290721810021893,6.12847169611306,0.9564775748951371,0.7343128776578761,3.6538714007060635,72.27455814927973,0.13550778251061832,0.19670295913010824,1.370421403642549,18.431167813358183,11,66.59534432630669,0.22972751883241316,-0.9723431146745801,0.4299842925632953,1.0,0.29008415599722737,0,LOW
11.749682015143208,0.9349752419709488,2.1264299329644336,0.1278192568585962,0.6202487269522257,5.493910945583262,10.77449574137067,0.16021366098892226,0.5666957731889654,0.6439801399439373,4.4796904089946965,1,11.072130545407498,0.10196906202599132,-0.06507486058153922,1.0,0.24918761635978787,0.5363041031439097,0,MEDIUM
92.44233743376952,0.0911555212398067,3.1030716058477466,1.1822719181414856,0.47757893009123265,0.6648260236480134,100.0,0.17167346333908248,0.18677207242212268,1.0964338364687942,10.72484975024801,9,72.68300353609877,0.5271765936719381,-4.892046703574876,0.8292093654830545,1.0,0.40080479374397115,0,MEDIUM
80.75762446803584,0.19092705480396982,2.994200614388785,0.9409262732592723,0.8165889076952424,4.899813052317685,70.20752001801247,0.2638516630892834,1.83508885444571,0.5,8.524453055479606,6,72.38915719566134,0.2601649133425806,-5.201898776049336,0.37058016585912135,0.7609781222191843,0.4040392357475332,0,MEDIUM
28.048824407653473,0.6884302796763544,1.1472683717236516,0.351183296107352,0.8262532436337106,2.5595318768192525,21.827010335785175,0.15574036036855599,0.3123602081081122,0.9883861060151888,7.403209555502882,7,17.103527672125598,0.2996042978437904,-0.4461727135235405,0.6048352743876113,0.7861283822201153,0.6017734382723545,1,HIGH
25.455122212603552,0.8353777954728455,7.85183886494133,0.2622025205989744,0.9532199246603933,4.890851354273168,21.3417679162837,0.14175711625155388,1.3095541354610805,1.2041984940762938,8.926698127171111,2,18.609054876502398,0.22172245294604737,4.9089919563316755,0.4878590107458328,0.49706792508684444,0.4486494421559485,0,MEDIUM
25.589383337541875,0.8199082835944098,3.544706645365347,0.3508182871253617,0.9156637261030368,3.081259199097211,25.455966496643438,0.06607080864560876,0.3788586373657113,1.2891233757401106,13.018472350077257,11,25.503990382866714,0.5196716558114951,-1.2311897768291145,0.5364585526426497,1.0,0.27823184356740216,0,LOW
